,ID,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,LogIncome,NumChildren,HasChildren,HasPartner,age,MntTotal,AcceptedCmpTot,NumTotalPurchases,Len_Customer,MntSpentNorm,KM2,KM3,AC3,AC2,GM2,GM3
1227,8584,1952,PhD,Together,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP,85431.0,11.355476016851382,0,0,1,62,1165,0,17,483.0,2.412008281573499,0,2,1,0,0,0
1228,6583,1955,Master,Married,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,72635.0,11.193215945679688,0,0,1,59,981,1,24,488.0,2.0102459016393444,0,2,1,0,0,0
1229,3433,1955,Master,Married,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,72635.0,11.193215945679688,0,0,1,59,981,1,24,488.0,2.0102459016393444,0,2,1,0,0,0
1230,10486,1948,Bachelor,Married,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP,77142.0,11.25341612133528,0,0,1,66,990,0,19,493.0,2.0081135902636915,0,2,1,0,0,0
1231,8687,1978,Bachelor,Together,0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND,53172.0,10.881306027701488,1,1,1,36,486,0,19,516.0,0.9418604651162792,0,0,0,1,0,2
1232,7842,1968,Bachelor,Single,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,36065.0,10.493105872267217,2,1,0,46,74,0,17,552.0,0.1340579710144927,1,1,0,1,1,1
1233,3749,1973,Bachelor,Together,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA,73926.0,11.210833398801787,0,0,1,41,1580,0,27,581.0,2.719449225473322,0,2,1,0,0,0
1234,1331,1977,Bachelor,Single,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AUS,35790.0,10.485451744135313,1,1,0,37,72,0,14,640.0,0.1125,1,1,0,1,1,1
1235,5995,1962,Bachelor,Divorced,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP,39552.0,10.585396823669267,2,1,0,52,384,0,28,655.0,0.5862595419847328,1,0,2,0,0,2
1236,8985,1964,Master,Together,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP,68316.0,11.131913916491309,1,1,1,50,1211,0,38,699.0,1.7324749642346209,0,0,2,0,0,2
1237,2798,1977,PhD,Together,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,SA,102160.0,11.534305279225467,0,0,1,37,1240,3,30,701.0,1.768901569186876,0,2,1,0,0,0
1238,7108,1965,Master,Widow,1,1,2012-09-08,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA,51390.0,10.847218338835674,2,1,0,49,353,0,23,756.0,0.4669312169312169,0,0,0,1,0,2
1239,2781,1981,Bachelor,Single,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA,72066.0,11.18535152085534,0,0,0,33,1792,2,19,103.0,17.398058252427184,0,2,1,0,0,0
1240,3623,1976,Bachelor,Together,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND,21675.0,9.983960936686003,1,1,1,38,45,0,17,115.0,0.391304347826087,1,1,0,1,1,1
1241,194,1965,Bachelor,Married,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,48006.0,10.779102112590714,2,1,1,49,41,0,11,117.0,0.3504273504273504,1,1,0,1,1,1
1242,10833,1975,Bachelor,Married,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,SP,65106.0,11.08378734929778,1,1,1,39,973,1,33,133.0,7.315789473684211,0,0,2,0,0,2
1243,2315,1960,Bachelor,Divorced,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP,58401.0,10.97510541480526,1,1,0,54,96,0,10,167.0,0.5748502994011976,1,1,0,1,1,2
1244,6336,1960,Bachelor,Married,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA,29315.0,10.28588872104574,2,1,1,54,48,0,16,181.0,0.2651933701657458,1,1,0,1,1,1
1245,10738,1951,Master,Single,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AUS,49389.0,10.807503253534671,2,1,0,63,65,0,13,401.0,0.1620947630922693,1,1,0,1,1,1
1246,8286,1965,PhD,Together,0,1,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,SA,51717.0,10.853561162377853,1,1,1,49,122,1,15,410.0,0.2975609756097561,1,1,0,1,1,1
1247,2166,1960,Master,Widow,1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA,46779.0,10.75321104013817,2,1,0,54,23,0,8,449.0,0.0512249443207126,1,1,0,1,1,1
1248,10691,1960,Master,Married,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,28520.0,10.25839593702714,2,1,1,54,43,0,11,477.0,0.090146750524109,1,1,0,1,1,1
1249,9739,1963,Bachelor,Single,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP,34377.0,10.445172103888105,1,1,0,51,114,0,15,623.0,0.1829855537720706,1,1,0,1,1,1
1250,1829,1961,PhD,Divorced,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP,54959.0,10.914360926896231,1,1,0,53,1232,1,28,623.0,1.9775280898876404,0,0,0,1,0,2
1251,6260,1955,Master,Together,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AUS,82384.0,11.319158660491532,0,0,1,59,1957,1,28,684.0,2.861111111111111,0,2,1,0,0,0
1252,10448,1956,Bachelor,Single,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP,46998.0,10.757881603870102,1,1,0,58,377,1,25,712.0,0.5294943820224719,0,0,0,1,0,2
1253,1343,1968,Bachelor,Together,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US,58554.0,10.977721762476238,2,1,1,46,586,0,29,738.0,0.7940379403794038,0,0,2,0,0,2
1254,4749,1968,Bachelor,Together,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND,58554.0,10.977721762476238,2,1,1,46,586,0,29,738.0,0.7940379403794038,0,0,2,0,0,2
1255,531,1954,PhD,Divorced,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP,57333.0,10.956649094966853,1,1,0,60,1662,0,39,742.0,2.2398921832884096,0,0,2,0,0,2
1256,6905,1994,Bachelor,Together,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP,80685.0,11.298320357176074,0,0,1,20,1004,0,23,773.0,1.298835705045278,0,2,1,0,0,0
1257,1045,1965,Bachelor,Together,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP,52117.0,10.861265657517102,1,1,1,49,279,0,20,779.0,0.3581514762516046,0,0,0,1,0,2
1258,4012,1972,PhD,Together,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER,62220.0,11.038447842325048,1,1,1,42,1226,0,29,784.0,1.5637755102040816,0,0,2,0,0,2
1259,5529,1946,PhD,Together,2,1,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA,64014.0,11.06687270988028,3,1,1,68,444,1,29,116.0,3.827586206896552,0,0,2,0,0,2
1260,4001,1946,PhD,Together,2,1,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA,64014.0,11.06687270988028,3,1,1,68,444,1,29,116.0,3.827586206896552,0,0,2,0,0,2
1261,10420,1955,Master,Divorced,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US,46390.0,10.744860753883362,1,1,0,59,222,0,17,152.0,1.4605263157894737,1,0,0,1,1,2
1262,7723,1979,Bachelor,Together,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER,75507.0,11.231993889888624,0,0,1,35,1440,0,24,155.0,9.290322580645162,0,2,1,0,0,0
1263,2963,1979,Bachelor,Together,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS,75507.0,11.231993889888624,0,0,1,35,1440,0,24,155.0,9.290322580645162,0,2,1,0,0,0
1264,10634,1951,Master,Married,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP,59412.0,10.99226833662428,0,0,1,63,406,0,18,168.0,2.4166666666666665,0,2,1,0,0,2
1265,5180,1968,PhD,Divorced,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP,50616.0,10.832042767230265,1,1,0,46,149,0,17,169.0,0.8816568047337278,1,1,0,1,1,1
1266,6866,1969,Master,Together,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA,35924.0,10.489188710947223,2,1,1,45,34,0,10,195.0,0.1743589743589743,1,1,0,1,1,1
1267,1328,1982,Master,Married,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA,57937.0,10.967128752260184,1,1,1,32,683,0,23,230.0,2.9695652173913043,0,2,1,0,0,2
1268,1139,1984,PhD,Married,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP,73356.0,11.203093211873872,0,0,1,30,1512,3,24,240.0,6.3,0,2,1,0,0,0
1269,4961,1974,Master,Together,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP,21255.0,9.96439448743965,1,1,1,40,61,0,15,256.0,0.23828125,1,1,0,1,1,1
1270,5177,1974,Master,Married,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA,58494.0,10.976696559481702,1,1,1,40,396,0,22,296.0,1.337837837837838,0,0,0,1,0,2
1271,2075,1969,Bachelor,Married,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,SA,72460.0,11.190803765071475,0,0,1,45,1047,0,17,324.0,3.2314814814814814,0,2,1,0,0,0
1272,3428,1991,PhD,Together,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,68682.0,11.137256994896104,0,0,1,23,1598,0,26,363.0,4.402203856749312,0,2,1,0,0,0
1273,4500,1991,PhD,Together,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,68682.0,11.137256994896104,0,0,1,23,1598,0,26,363.0,4.402203856749312,0,2,1,0,0,0
1274,7369,1981,Master,Married,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP,36959.0,10.51759152575562,1,1,1,33,62,0,15,367.0,0.1689373297002724,1,1,0,1,1,1
1275,4381,1971,PhD,Married,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP,46463.0,10.746433098184468,2,1,1,43,235,0,23,412.0,0.5703883495145631,1,0,2,0,1,2
1276,9964,1979,Bachelor,Single,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,61825.0,11.032079266945424,1,1,0,35,424,0,19,423.0,1.002364066193853,0,0,0,1,0,2
1277,1630,1979,Bachelor,Single,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,61825.0,11.032079266945424,1,1,0,35,424,0,19,423.0,1.002364066193853,0,0,0,1,0,2
1278,5012,1989,Bachelor,Married,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,28691.0,10.264373617246324,1,1,1,25,34,0,13,457.0,0.074398249452954,1,1,0,1,1,1
1279,6918,1989,Bachelor,Married,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,28691.0,10.264373617246324,1,1,1,25,34,0,13,457.0,0.074398249452954,1,1,0,1,1,1
1280,7822,1976,Bachelor,Together,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP,54058.0,10.897831321694126,1,1,1,38,662,0,23,487.0,1.3593429158110883,0,0,0,1,0,2
1281,10156,1975,Bachelor,Single,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,SP,84196.0,11.340914570141992,1,1,0,39,1237,0,23,488.0,2.5348360655737703,0,2,1,0,0,0
1282,3033,1963,Master,Together,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AUS,38620.0,10.561551448966805,0,0,1,51,318,0,14,511.0,0.6223091976516634,0,2,1,0,0,2
1283,4119,1963,Master,Together,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,GER,38620.0,10.561551448966805,0,0,1,51,318,0,14,511.0,0.6223091976516634,0,2,1,0,0,2
1284,11110,1973,Bachelor,Single,1,0,2013-04-13,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,IND,3502.0,8.161375023197486,1,1,0,41,5,0,14,539.0,0.0092764378478664,1,1,0,1,1,1
1285,332,1957,Bachelor,Married,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,SP,47743.0,10.773608683563433,1,1,1,57,275,1,20,561.0,0.4901960784313725,1,0,0,1,1,2
1286,737,1949,PhD,Married,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,SP,80360.0,11.294284262853436,0,0,1,65,2231,3,17,580.0,3.8465517241379312,0,2,1,0,0,0
1287,10319,1971,Bachelor,Married,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,SP,66303.0,11.1020055061791,1,1,1,43,1286,1,30,585.0,2.1982905982905985,0,0,2,0,0,2
1288,2683,1969,Bachelor,Married,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA,52413.0,10.866929010196616,2,1,1,45,910,0,32,609.0,1.4942528735632183,0,0,2,0,0,2
1289,3445,1956,Bachelor,Single,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA,60714.0,11.01394606348792,0,0,0,58,957,0,28,625.0,1.5312,0,2,1,0,0,0
1290,10913,1984,Master,Single,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,SP,31385.0,10.354117212598666,1,1,0,30,27,1,12,668.0,0.0404191616766467,1,1,0,1,1,1
1291,4427,1995,Master,Single,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,SP,83257.0,11.329699499321851,0,0,0,19,1365,2,34,746.0,1.8297587131367288,0,2,1,0,0,0
1292,8717,1975,PhD,Married,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND,80427.0,11.295117653245535,1,1,1,39,1835,0,33,752.0,2.440159574468085,0,2,1,0,0,2
1293,2066,1949,Bachelor,Together,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,SP,38823.0,10.566793891085052,1,1,1,65,114,0,13,765.0,0.1490196078431372,1,1,0,1,1,2
1294,3340,1977,Bachelor,Married,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA,42014.0,10.645781976362318,1,1,1,37,436,0,28,778.0,0.5604113110539846,0,0,2,0,0,2
1295,8685,1977,Bachelor,Married,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA,42014.0,10.645781976362318,1,1,1,37,436,0,28,778.0,0.5604113110539846,0,0,2,0,0,2
1296,4149,1948,PhD,Together,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP,76140.0,11.240342163551318,0,0,1,66,1348,0,23,144.0,9.36111111111111,0,2,1,0,0,0
1297,8726,1964,Master,Divorced,1,1,2014-04-29,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA,41713.0,10.63859208285658,2,1,0,50,174,0,19,158.0,1.1012658227848102,1,0,2,0,1,2
1298,2295,1954,PhD,Married,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,SA,62670.0,11.04565409968947,1,1,1,60,825,0,25,244.0,3.3811475409836067,0,2,1,0,0,2
1299,3283,1972,Master,Married,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP,70932.0,11.169491048522357,1,1,1,42,909,0,25,258.0,3.5232558139534884,0,2,1,0,0,2
1300,1915,1951,PhD,Married,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,GER,78939.0,11.276443349216835,0,0,1,63,1507,0,23,296.0,5.091216216216216,0,2,1,0,0,0
1301,800,1960,Bachelor,Together,1,1,2013-08-30,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,SA,44512.0,10.70353656032272,2,1,1,54,32,0,10,400.0,0.08,1,1,0,1,1,1
1302,9166,1968,Bachelor,Married,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP,63967.0,11.066138237300128,1,1,1,46,882,0,25,421.0,2.0950118764845604,0,2,1,0,0,2
1303,5147,1948,Bachelor,Single,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP,90842.0,11.416888020773252,0,0,0,66,1424,0,28,432.0,3.2962962962962963,0,2,1,0,0,0
1304,13,1947,PhD,Widow,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,SA,25358.0,10.140888975597038,1,1,0,67,32,0,12,439.0,0.0728929384965831,1,1,0,1,1,1
1305,8557,1982,Bachelor,Single,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,AUS,51381.5,10.847052926545164,1,1,0,32,46,0,13,474.0,0.0970464135021097,1,1,0,1,1,1
1306,8724,1982,Bachelor,Single,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,28567.0,10.260042489274284,1,1,0,32,46,0,13,474.0,0.0970464135021097,1,1,0,1,1,1
1307,9381,1978,Bachelor,Married,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,66373.0,11.103060692517378,2,1,1,36,606,0,26,479.0,1.2651356993736953,0,0,0,1,0,2
1308,9384,1978,Bachelor,Married,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,66373.0,11.103060692517378,2,1,1,36,606,0,26,479.0,1.2651356993736953,0,0,0,1,0,2
1309,3560,1952,Bachelor,Together,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,GER,83844.0,11.33672513518121,0,0,1,62,1574,1,21,510.0,3.0862745098039217,0,2,1,0,0,0
1310,241,1952,Bachelor,Together,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,SP,83844.0,11.33672513518121,0,0,1,62,1574,1,21,510.0,3.0862745098039217,0,2,1,0,0,0
1311,7521,1952,Bachelor,Together,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA,83844.0,11.33672513518121,0,0,1,62,1574,1,21,510.0,3.0862745098039217,0,2,1,0,0,0
1312,9799,1968,PhD,Divorced,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP,83664.0,11.334576008928671,2,1,0,46,1173,0,24,514.0,2.282101167315175,0,0,2,0,0,2
1313,5123,1951,Master,Married,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP,27450.0,10.22015787614662,0,0,1,63,143,0,14,537.0,0.2662942271880819,1,1,0,1,1,2
1314,448,1978,PhD,Single,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,SP,54880.0,10.9129224838081,1,1,0,36,795,0,26,582.0,1.365979381443299,0,0,1,0,0,2
1315,4837,1965,PhD,Married,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP,71322.0,11.1749741350296,1,1,1,49,1305,0,32,595.0,2.19327731092437,0,2,1,0,0,2
1316,9365,1976,PhD,Single,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP,60000.0,11.002116507732016,1,1,0,38,1277,0,30,651.0,1.9615975422427037,0,0,0,1,0,2
1317,8932,1969,Master,Together,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA,65176.0,11.084861924943842,1,1,1,45,1531,0,31,705.0,2.171631205673759,0,0,2,0,0,2
1318,7055,1952,PhD,Together,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA,61010.0,11.018809454767185,1,1,1,62,1021,0,31,725.0,1.4082758620689655,0,0,2,0,0,2
1319,3537,1981,Bachelor,Together,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP,31089.0,10.3446415030528,1,1,1,33,79,0,18,778.0,0.1015424164524421,1,1,0,1,1,1
1320,9081,1988,Bachelor,Single,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP,20518.0,9.929106565153749,1,1,0,26,25,0,10,139.0,0.1798561151079136,1,1,0,1,1,1
1321,4988,1948,PhD,Married,1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA,34469.0,10.447844659510912,2,1,1,66,62,0,13,153.0,0.4052287581699346,1,1,0,1,1,1
1322,1050,1952,Bachelor,Married,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,GER,28332.0,10.251782482029256,0,0,1,62,65,0,10,157.0,0.4140127388535032,1,1,0,1,1,2
1323,5610,1965,Bachelor,Together,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND,33456.0,10.4180163112265,2,1,1,49,36,0,13,166.0,0.216867469879518,1,1,0,1,1,1
1324,3526,1968,PhD,Married,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP,38443.0,10.556957915943174,2,1,1,46,38,0,13,250.0,0.152,1,1,0,1,1,1
1325,5136,1973,Bachelor,Single,0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,CA,65333.0,11.087267853574115,1,1,0,41,798,2,34,260.0,3.069230769230769,0,0,0,1,0,2
1326,1411,1952,Bachelor,Divorced,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,SP,82623.0,11.322055474206314,0,0,0,62,940,0,17,328.0,2.865853658536585,0,2,1,0,0,0
1327,701,1971,Bachelor,Married,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,SP,73691.0,11.2076495241174,1,1,1,43,1179,1,20,332.0,3.5512048192771086,0,2,1,0,0,2
1328,6203,1947,Bachelor,Together,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,SP,74485.0,11.218366467245488,0,0,1,67,1734,0,29,406.0,4.270935960591133,0,2,1,0,0,0
1329,7192,1955,Bachelor,Together,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,SP,65748.0,11.093599740798876,1,1,1,59,545,0,19,537.0,1.0148975791433892,0,2,1,0,0,2
1330,5181,1982,Basic,Single,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,SP,24367.0,10.101026075134945,1,1,0,32,24,0,13,563.0,0.0426287744227353,1,1,0,1,1,1
1331,9220,1971,Bachelor,Single,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,SP,91700.0,11.426288563310504,0,0,0,43,1968,0,23,625.0,3.1488,0,2,1,0,0,0
1332,7734,1993,Bachelor,Absurd,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,1,0,AUS,79244.0,11.280299598266526,0,0,0,21,1216,2,23,654.0,1.8593272171253823,0,2,1,0,0,0
1333,10446,1957,PhD,Married,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,CA,82017.0,11.314694014352236,0,0,1,57,729,3,19,696.0,1.0474137931034482,0,2,1,0,0,0
1334,5524,1957,Bachelor,Single,0,0,2012-09-04,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,US,58138.0,10.970591974102549,0,0,0,57,1617,0,32,760.0,2.1276315789473683,0,0,1,0,0,2
1335,3830,1953,Master,Married,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,CA,59354.0,10.991291642487637,2,1,1,61,459,0,19,163.0,2.815950920245399,0,0,2,0,0,2
1336,5186,1955,PhD,Married,0,1,2014-03-12,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,CA,58482.0,10.976491392697485,1,1,1,59,731,1,28,206.0,3.5485436893203883,0,0,2,0,0,2
1337,8514,1976,Bachelor,Together,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,SP,29478.0,10.291433424425357,1,1,1,38,20,0,11,260.0,0.0769230769230769,1,1,0,1,1,1
1338,7165,1972,Bachelor,Together,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,SP,64474.0,11.074032830749546,1,1,1,42,823,0,27,347.0,2.371757925072046,0,0,2,0,0,2
1339,10236,1975,Master,Single,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,SA,31160.0,10.346922591895922,1,1,0,39,64,0,15,383.0,0.1671018276762402,1,1,0,1,1,1
